Sender,Receiver,Amount,Gas_Price,Gas_Used,Timestamp,Sender_Receiver_Count,Nonce_Jump,Contract_Interaction_Frequency,Failed_Transactions,Transaction_Fee,Time_Anomaly,Cyclic_Transactions,New_Account_Transaction
0x1ebfeb674494c8200984f91d1d12c9c469b63cce,0x6ef2960efd8aa482d3a6eac209af103038263301,9.586526568602887,20.041025847207912,293513,1677230004,9,1,1,1,80106520.82560068,0,0,0
0xeb536fefae2537ba736423282f8174896a3da1ac,0x7ef1a845e0856fedd5919d6db98ad19623321dde,2.0514544695678625,100.66014996022652,76819,1679580676,7,3,0,1,20787023.264937516,0,0,1
0x6d8881f735071b63741c0c8074856b3fcc8920e5,0x745f04d0032a1f87bd3f22cd4f525314a51d9ded,0.03742318565250062,108.84675698205068,358199,1676457584,6,1,2,0,37408787.202342436,0,1,1
0x302a0f3752a6d2d3c26b8d8fb811a5c32efd39b4,0x5941ba7a59685eaf9dbde3faa9fd2c22b8196394,8.953943306712867,108.64359398495837,275866,1670498009,2,2,1,1,69811204.03017925,0,0,0
0x146fe2aefeff09d7477781020cc81ed18fbd54d8,0x6898a5d83d0cd84d62f489e3bbc731edbb1c70a0,8.719511260837532,125.55754815434699,432300,1672022387,5,4,0,1,19678420.447381128,0,1,1
0xffa71fc72b8413c65ef3fdcdada58a379fe748d6,0xa01af12e3872d67f148f3789799e64e73216bcf3,9.746061343880658,177.78811547969246,324986,1672516862,4,4,1,0,53671604.69877515,0,0,0
0x4cafb13e035b61bda8e2a2481f0c78ae755b7e14,0x7d6ad3f0e7d1a8698aab52a8a384bab7236d981f,3.876050045716458,86.5065335940287,194118,1674863634,4,3,1,1,8686270.04699898,0,1,0
0x2b5cca19f596142e757ceeec4737d2632b110179,0x6d4512ba70d55ff061b7d4fe157bec698044d725,9.588834292396559,33.994386494351374,288498,1677168111,7,3,0,0,43238925.32324552,1,1,1
0xc6fa088a2aa80b7e11c0cffc0c139d886ad704d6,0x7ba3df886e9a8dd82552d664f92ff9393d58119f,8.20810706870409,61.461130073592585,58733,1677229872,3,3,2,0,13987670.723613987,1,1,0
0xf2a6e40a7dfb3e43aff688d61d1861e68d56b48c,0xd10b22ed663324c6a38208f00256951f9402483b,6.933793083271918,10.437598888387086,109226,1675522497,3,2,1,1,12817860.321413347,1,0,1
0xcdd344ed4731ff10837453617b2a815455d9de1e,0xb1cbf7c6cf31b674a1f298bceb7c2067afb323ca,0.3599708913006518,73.4862644484292,203869,1670158713,9,3,0,1,40267159.85974056,0,0,0
0x183a5832fc6712f40a7ee37df02a8f0c18e82e23,0xd604ced720926c84ddf3c21e24ffe6e81f45d812,6.808929286473042,122.07474701187185,347675,1673778742,3,2,0,0,51799100.51895958,0,1,1
0xd2e32c8d234fb0b4b4a94454cf120dfe1aa684f3,0x636c8c56b0ff5e920d157125ceaa127f06de76bf,6.1947046231324,167.4248564204686,222256,1675036697,4,2,0,0,16677058.843911894,1,0,0
0x5bea0ad2adff5861a0a9670c41c7976a66791cba,0xaadad278fabe2c91b27d2b8b97c148d77f10c2c0,1.6013167486579543,153.68651007956854,261767,1677813605,7,3,2,0,79876400.55669516,1,0,1
0x7c8bbf5ab7fc8da1600c933c7b5a0059b061a20c,0x068e6fd962966a0cdb64a54e1e583ce7c1c006f0,6.887832849771616,173.32837057491983,181439,1675031755,6,3,0,1,13225549.853861127,1,0,1
0x104861f28ecca581bc91791749ddefe7809b030a,0x5c9d016d4ec2af5b2c57e01b03f74bb9125e9a50,5.028603105240253,80.01467274716225,79131,1670452562,3,2,0,0,75519514.08447753,1,1,0
0x0ec96cd65bba8ed438bc005deef972be5cd3f51a,0x5f97e14f456c1a61c40c3e880d3694beee146f61,7.230723071484366,142.21525217875742,58217,1678319445,9,4,0,0,88088609.79534328,1,0,1
0x37147099abca721b6202ff47d3366b0e4fb9e3d2,0x26bcdb004b91f0205183c170ee58439afab34d74,4.230618040989317,68.3902787466811,190104,1671045419,1,4,0,0,16529337.249811923,0,1,0
0xfbae2f350e3fe428f41b562e036a3e57379b5f4a,0xed9b93038ed932e59b98d8cdf0f343876aac7328,7.608575215483138,100.92146478858594,152854,1670766901,2,2,0,0,60261707.73563897,0,0,1
0xcedc36e4149da401cfb081ffe1a3d8dccd4a7464,0x4ffb244f994170ad396265acfbabe618d8e0fc96,5.775563229041288,173.11731767315052,348861,1678146669,3,4,0,0,92601846.94970974,1,1,1
0xb23be221aa2641320ccbe55c7fb5ce544a6a320a,0x8a8ca0f11b60f26bb46c2971b4aa7435a773e231,9.488014788256168,179.22848930393346,347029,1679472370,1,2,0,1,33090345.109877598,0,1,0
0x85791c18ea0ef9f12b2584326389390a03ef3078,0xd0e6c748de50ab04207ebf22aece3de9c8fdb428,4.744336400011652,124.19280799203773,392731,1678879547,5,2,2,0,16949003.811261795,0,0,1
0xe02c91b406b87d0cb430a781c556bce413005081,0x906e1be401bce79ca245600c859b09ec59984506,1.612923903034207,79.17047763976832,281562,1678726315,7,3,2,1,64993629.92177151,0,1,0
0xad6f26ba96357b0c3b74066b99c407d67a67e529,0xa1b0f48c0cec33d36f157daf00e763ded90d8889,8.315039271760762,70.99837732713416,175211,1670494104,7,1,0,0,86400882.59292571,0,1,1
0x158237280dea7ac6717bdb7e29ae7828a21d543e,0xcad42d65a2b8ada7ff1a6321d94cec696c25a26d,7.67558332073507,102.00961293032948,164862,1675047673,5,1,0,0,56155144.256781675,0,0,0
0x6e45f01871476b20dd41d68fec6734b232a3c1fe,0x15e63d841e0c75a19d2f9ccc99e04a364f8934c3,3.1262959989361363,133.48952034854568,424282,1670576744,8,1,1,1,55885710.10810033,0,1,0
0xef80a2cd3a643cbb7a1c9cf616822d7eb421c456,0x77061122d9d0a4b1947b00b98adf3f5a63e7203e,0.38551540060263445,198.73530401926027,491342,1670753487,6,2,0,1,73112962.91718297,1,0,1
0x2c2b532812e44b158f14e93bfe5965e6ab16976c,0xa9883bf44491a2540f68f917430132daae571d1a,6.591379621980106,98.19820037851156,349033,1670944907,5,3,0,1,17504277.46826532,0,1,1
0x3c11b1466af1c915a44926462e3d84f50e4632c8,0x0e8481b4fc12a745f930fdab76d8e4e8296ce8ef,2.9331251533152685,93.76749507470214,236125,1672256580,9,3,2,0,37638039.78860807,0,0,1
0x03394e708bdb76650b9674a2a18b5916c9fc7032,0x308616685a560a41b56f5d0c4469f9df2a785e2a,4.759438129551152,20.083873538927257,329936,1675792826,4,2,0,1,89781999.50685169,0,1,1
0x9b85587e6fdd9dbd49a5fa3faf314bb79865d4cd,0xf357d295ef903ec0bdf1ac2dee14e2ae83aea986,0.7863518563609863,50.01556306419236,366961,1672994777,1,2,2,0,88436934.51920958,0,0,1
0x65064af889c4303b7b6dac62080664d9b87df44c,0x2e9e80b1664b09b4d4a372a546a5860b0d8969d9,2.4851797894780883,89.46771602210195,428230,1676006405,8,2,1,0,5185446.627448032,1,0,1
0xa75156e89e4dfc2ec4a35f8b6c9a215b85941572,0x4c92978dfac1273e29005609272cd95270aafbb5,2.9325162996365317,20.86681233381583,300258,1670241728,9,1,1,0,56561436.350822456,1,1,1
0xa6e1847bd0c695e153cd782770a75dd2f9258ffe,0x4a82533dac1700883fb1a0123f6aacf23d3e984a,1.0209714749034597,93.08089274858642,394723,1676787497,9,2,1,0,71404986.3778717,0,1,0
0xeb11496a1eb79b788f9462a5f214fc12a527989f,0x837f78cedec8bf4c45551076db533ff973126d69,2.856255553920003,157.2190575881144,476945,1675279568,5,4,0,1,9478643.273305414,1,1,1
0xf5da319b5abaa267a6d3f0bf0373b8b305a146c4,0xa18c43b21de7fb36bbce0c1f4f08b16031eef95c,2.581897672604614,110.06927311141794,282456,1677765899,3,4,0,1,57832968.99939362,0,0,0
0xf2f20892b511b57d784804d9df3f38c825374bf5,0x3195ad9abb536395a1f54d6ac160eb51233b851d,3.1323985601232565,121.01896184528965,77693,1670351922,6,4,0,0,67661145.79500422,1,1,1
0x05626c3c07d6160e09c5bfbcfe9124c53cc66f88,0x8021dc7cc8d0b856e397fdd9869bd910b17de37e,9.819892736520133,32.81846611279618,83727,1676397957,3,2,2,1,77407245.75540803,0,0,0
0xa05a7e8361ded557d51bac92d3eb9db8bdf03cc3,0x9de7aa0486e57e36fd813d19666cf28cce8190cd,6.394811919088694,133.9256270205775,58163,1676681752,4,1,0,0,42408132.37082143,1,0,1
0xf65c6b1e8ac31d9703577b0eef627f5687102db0,0x1066200f5db6608c67f107b113e37a3bf2fba87a,6.810951313036128,53.81974486727183,437393,1676291802,4,4,0,1,76133072.99882556,1,1,1
0xfa4225bcee8a151d608843cf79363572aed145a2,0x06b4e44dc42c875b90c02fbfde9efbe233e1c879,4.646079061934928,181.87012157588742,303211,1678635344,7,4,0,1,28079106.983765215,1,0,1
0x9fd524e8e5eaa151588f546db7b28ed36a0cfee4,0x3560dd77e788e6407c6ad9eb991b3e79d67d43d7,7.186852202682991,26.866452894518844,62041,1672641551,7,2,1,1,39254887.837384805,0,0,1
0xeaac753deb1447b2b6208184b05fd0976d9b3501,0x3d5b9d0b6bdef39bb183161accaab3be840ac4bd,9.991947905719497,115.62787424332663,335930,1673231709,1,4,0,0,97086420.36114563,1,0,0
0xbea0169fe8f8ba003437bba3181a54127daac897,0x49dafe284066969c3b66f144684c6fd890c54a13,8.08974672087197,177.73733969476973,417638,1675489280,1,1,1,1,1141218.3518150314,1,0,1
0xe9e2375bb9f82a22962e6824db6f7dfcfbb620c6,0xe33b1b5e2983233ad6db63fda853ed10d3800597,5.552986501520964,144.35482847762032,324238,1678888312,3,3,0,0,53565292.3398575,1,1,0
0x4a17f02e8a5308ec562aa9ac5f34c1773b72ce31,0x9a5e422406c0b2c0a0d5c0c273ac0945236ccf30,4.149419204800022,116.6118441100264,270750,1679069224,8,2,1,1,87462205.65868434,0,0,0
0x9bf5e6325eb9e85d8490f7b5446e04098e582d4c,0x78cd6f310bf222a98098ec58d9a95675acafc257,5.9828424862815615,107.36148657648064,395791,1674255046,9,1,1,0,27594113.965368316,0,1,0
0x8de6fcb76d9ed74685c193d7bba6d32740853068,0x1f7afc49b76a5d33939dddea40d2ae4e10b8ca75,3.417063976943818,133.07587396357496,226544,1674304300,5,1,1,0,48356779.64421783,0,0,0
0x081a3631dddf0fa51638460ffef5232831326311,0xc9807aa391d022586a60edaa06b69246622729d9,5.124545399427155,11.78264680957662,225067,1678682414,2,1,0,1,78086944.37284324,1,1,1
0x9a34edb1cd5032bcd3a0be8ac5ba0eaf9e8c5094,0x49bd618f9116f7e3c0b11c6a347e6cdf3671b20f,1.2298889396325936,186.47011840274462,401624,1676404961,1,1,1,0,7616645.684478099,1,0,0
0x32766272b9c0ebc3f602a40157cd3f39067d1ead,0xddbddf2c1e8fabf864689be79510299641b3d4d5,5.249221067562719,143.92264325169478,367601,1676947678,4,1,1,1,82510494.64412414,0,1,0
0xc21a4f20d6a5b5e549e1f1bcf563cffb05bfacb0,0x20838fad2c131c42c9ce6b989806b486917c05ab,9.454753535952678,82.17869909463757,339349,1672224265,8,4,0,0,44220139.63192062,0,0,1
0x7d1f53de66882093772095a951dc97605c1fed11,0xc8ad77eed741308ea7c7e93c82b3c817ea692433,9.255039084612637,177.23633851341907,315307,1675249001,3,2,0,0,55162661.48579675,0,1,1
0x5a27edffb109ae95fdb67da0b6b2eb422a4cd703,0xcbe10803f5c63fa48e3be5ffee1095e291be05aa,0.9994567363535217,145.92479958266435,255867,1678989424,5,4,0,1,66878306.947492875,0,1,1
0xdb0fcf48f5ed358a3fb6c71377fc90d728ecb4bc,0xfa5ff7c59527437b80a911f3bc4cafbc8db87c8c,5.927418573645559,100.23129971041543,182864,1674766744,6,2,1,0,31226182.285153173,0,1,0
0xb7db932b26fad87a79f76dcc2f26eb1ebd28d655,0x027fc1a323b6389fa19cdff0b68d6d547295679c,9.260093246297997,67.61702463311661,277196,1672226199,7,4,1,1,72819211.29453002,0,1,0
0x9995687db658f9647b50c8cecb32b74b681820c2,0xb73f33de230c05c91f5a7016a7bce11cc03574c2,3.481075540863791,95.9318338685381,111610,1679001505,3,4,2,0,26878064.594454627,0,1,0
0xce2577c0995add01ae05d6dd5f0b8ed8796c045f,0xedda2fca883f59dd8729fb9b634fcadd4e26569b,4.3401907282863545,180.37025593423195,94313,1679767154,7,4,0,1,62199646.28938368,0,1,0
0x70e6fe70b74eff8e30310ea6e3b6eebe69daca54,0x3d7629250b6a9b3f4971c7cdb44b31c4fe228444,5.682972195530557,123.67644349459887,292921,1672177267,2,2,2,1,56636989.49876866,0,0,1
0x8ed90e37dbd95b1c26d6f3e36a29a122ab596a3b,0xd5d7bc0055d61968340af0337076e6322b3063f3,7.320917385561477,52.74239035381367,323747,1677450473,8,4,1,0,51505079.76616008,1,0,0
0x3951e540b14f1a8a5016ce95a0e161204a6c1c1a,0x1e1f8854ad80ee9f7bc8bf60773df4f0d5b6b4bf,8.030410765122213,185.2570235886119,99712,1677718910,1,2,0,1,72858159.5468972,0,0,1
0xede1387d4d8c0c5c43ee7f9193f8995a819122b8,0x1266ca0bba5af88c04f1874e38391259810ff889,0.9438247638687425,80.06118334214945,413391,1676768479,7,1,2,0,19946964.35999611,1,0,1
0xbcad7d72223078b3ed541bf6e989995b438a1b02,0xd39b4e3333c6965502cb185d2584f892bb214a2c,6.28884149572011,141.4481091280883,59252,1672640722,6,4,1,1,20945549.549718264,0,0,0
0x2147532bfd7de59c7a1ec39700a528be67e71717,0x464a4b22b3d81e83848d07072576b1cdf8912457,4.179381158184275,143.72814421496452,246203,1670008197,9,1,2,0,84787051.42457716,1,1,1
0x005949ff42f566bb6e8d4b88c0156f4e6a1c8fc0,0x8d8f63589cd85dafb4529eec2d547738838a24e8,9.262092377281096,163.87778240943587,104407,1676362189,2,1,1,1,79961800.5534972,0,0,1
0x6705829e813391a5ecad1c993b423e97044b2962,0x99f34106a0904ffa6829a308e86137be9ad8dddd,1.7535502219424217,71.9358970475987,124307,1676274635,7,4,0,1,87695686.28940116,1,1,1
0xddf333f5a772be2d49c80f1ce3d86dd31fc3efef,0x701dc3387f6fa6191ab752ee8329ced5891227c3,9.319124661111513,59.20132671142539,493138,1679050308,3,4,2,0,62779483.346418016,1,0,0
0x10e3f7d526da00d67c1e930dd171b7bc855ca87c,0x183fa7a90797b89b086b7549f8758e1f8d68648a,5.059017242799064,45.22529394922514,496378,1670616713,7,4,2,0,43984319.28371139,1,1,1
0xf16573fe8d9c96d70a0ab8da4548425f6aafdd98,0x9be50857cce7d1d46ea2e88ebbdbb9da4ae60735,0.9149013879402033,109.30811444213937,162117,1679546530,4,3,2,0,78907760.33658023,0,0,1
0x48f87540239e2d63bc64a77f6fa46cec3c73ce69,0x35a9147018a3ba79f316041662e6474b761d5f21,8.302186966781296,154.9846463128906,232982,1679039878,9,4,2,0,64423801.54087032,0,0,0
0xedae39edf3d700bca12df2f755528d12de71537f,0xc5874991aef37c3633acafe678b2a109f101d0e0,6.1764505522487205,23.457646968420356,270976,1678496312,8,3,0,1,99429255.94516459,0,1,1
0x50c0571399f8326f526d14db342edba40f88b914,0x5c4135951cfe45766b7825f1e469f81f45817172,6.5639434861776875,20.061488803752354,414219,1676827585,4,2,0,0,57071214.95853851,1,1,1
0xd1890e3351972e3ebec03e1acc2e95262abed832,0xd46736cc7d87beb3ad6b3de6c32251024897347b,3.2366752760760713,83.132470244109,271532,1679809052,7,4,1,1,84617074.80529362,1,0,0
0x0f0aa166b53420faabf7fba3eebf92b3b99c60f5,0xf82537c30cc6d9e823c3e838b4a48041be90d730,7.2119575313691895,161.53983056660178,202543,1676201733,8,1,0,0,48117155.79586413,1,1,0
0x181f543c9c8a990ed38d7df811e8fd574621353a,0x95725a81236024dd7007f7f0a1504bec3e6fcd52,0.0441853574074478,75.20348925408935,409725,1671841088,5,4,2,1,70119934.93691328,0,0,0
0x8b217c15a3dcf0d024b4cec415311552dee10288,0x91319f5b201914c8556d22cdb6bcc58b77882d63,9.926907297785414,47.91494659387451,107307,1679180532,9,1,1,1,2669572.3570984695,1,0,1
0x971b35df5b09c6c4b41fa5a091e9594ed7f7fc92,0x5ee32c836aff58eab9681b3cc82f802613939a1e,9.378440226590143,191.0666941238392,445668,1675713742,3,3,0,1,17358158.27757698,1,0,1
0x54709a860ee76bd5f384094e2cad2db377ec6562,0x192cf948852e9bf59db146c8bd5c7a6c29eddd8a,5.226655305786465,171.64652668720933,299348,1677567539,2,2,2,0,28754649.638441235,1,0,0
0xdfbfc5524b8552e1bfc55739e5137aecdb2c8b34,0x729b3492b5b39a861ebc3819d5b94d415a344438,0.4171124857148502,18.267335509905124,315218,1677005924,8,1,0,1,51570838.39895804,0,1,1
0x2099fae54784cad69bbc11580f2d5a10098cd328,0x0ab506ceaf5310d19e60556127c3f492b0f669b1,8.076731605805643,116.52972868018584,216336,1679565690,6,3,2,1,61576980.125692174,1,0,1
0xf88ec2ee7d7d5a02c568bcaf44044b17f7de17cc,0x83a58bfb6c6104f91c7038ac5292df44ee4b69f0,7.458852357878753,132.2906764747753,140163,1672228267,6,1,2,0,50377602.50886188,1,1,0
0x7874da21173f0f92c7cc3c25d6078245025c8d71,0x0b830d89038161348deef91fcfc2c4444cc2e3be,7.287451559068156,132.01337877439477,232056,1671874839,7,1,2,1,22837795.084735848,1,1,1
0xfe6d1a729a1d274ec24772d4d51b267f21880967,0x237e1db4523a4c2107484891d02677fb08d11082,0.4343355891722261,65.48647079351021,318906,1677511067,2,1,2,0,8939402.66275958,0,0,0
0xa975c497be8ee9dec5ae6262dcab19a160815f57,0xc23af3c56570f3715868b80a662afa99bdc70556,0.7488591240556965,14.237599447191094,116774,1673908695,5,4,0,0,7966637.456281267,1,1,0
0x882c3d6f1ecfd26cd0055df56cf5b1b402a10fff,0x27b2ff92ddfd2c9e4ba53bf00f016f05803c869e,8.177797813097861,138.20723497594702,195063,1672070179,9,2,0,0,28961243.16667287,0,0,0
0x2ba65f341c53a266ac17c96d1a66fa7a714d5a30,0x7f00bf082194e0518d436e1e37658e2036e87009,8.98151495532011,54.80869298879579,257033,1676918136,5,4,1,0,42840789.45361382,1,1,1
0xeea9734f7221ea2a1ec400206947c46876a15c51,0x704e57dfc1a2240410d33728bea1db4b97d02d16,7.844854432527169,44.00310045849194,167170,1674731906,6,4,0,0,75976618.5840409,1,0,0
0x16e6569a63053e124707680a8dbbbd7a8dbec851,0x2df39e06b2cac86f8d37692ca214231002c9928b,3.6951355303335354,62.80944524999629,364175,1677320887,7,3,0,0,42212512.45604399,1,1,1
0xdaa53c820b8623bc4637bcf2205cdf4eb6fc971b,0x6d6aa2b76945938c56846aaab49111614962fdd4,1.1161584111211027,116.96238391714641,336768,1673118777,9,3,2,0,26889387.07982761,1,0,1
0xa275c4a0683ee7a882012f5ef4bdc602ef3755b9,0xc83b578a63ac6f006d86830bf55a8668997a5e00,5.95433461209575,133.1730849938719,425731,1671824698,2,4,0,0,26373073.361511443,0,1,1
0xcc5582801499342fd5a10b15e0de1aa8dc635b5c,0x7508fca665d451f9ee5bad765991dda05d0b9506,9.26494206984774,152.43450156543508,261297,1674315063,4,3,0,1,20026850.14279358,0,1,0
0x488474aaf9e1b9d15fa8da6be7114c46d347f494,0xeb748793e1701ff7f784ca408f32d77a1ca6f070,1.150514969240194,44.423880367770195,282251,1673456199,3,1,2,1,62563713.6358087,0,0,1
0x3cbf468e73e36e35ec0fdb52a66487da699fdee2,0x0ddfe6baac03c8391d73f14f29510ef70495d7b1,0.043264411158914384,25.877869169564214,213695,1677377500,1,1,1,1,69525642.47700274,1,1,1
0xa6b6fe40cc3b96c3ae785e540dca5816c68b4dc6,0x3fa9d7e39cace82b220615b7fc1d4a1e8984d72e,0.6044195813476213,104.39338234950152,275255,1673779646,5,3,1,1,23619241.332924023,0,1,0
0xac5b1f213ce0e15eaedfc894eb4f685fef405ea1,0xbe387f204f8e55d788aa01e02604232cc4f02dd3,6.08094548399749,38.80141484582435,268409,1672862740,9,3,0,0,24498487.97070727,0,1,1
0xd2735facc3955d9f803df4a71084492cbace74b5,0x9239bcbf4a693466bd899b557c92ac97cd211852,2.8234652345115934,30.507523518444426,431195,1679556437,8,2,2,0,90763532.45863551,0,1,0
0xc888d06c9821d6aaaa91c8fc4e6876809b9f6f4c,0x337afb4e963c96472152967c758908bffcf4a967,0.18195210417853216,45.92651384375726,494556,1677313501,3,3,1,1,92956004.15589422,0,1,1
0xf3397e95b21c17278ccb13a1070cad2ea8e611e5,0xbe4d61d3b5240d185912cfcf0da8d63eb9448db4,1.306211972803408,102.3038321187158,281344,1670558997,8,1,2,1,89897000.24803965,0,0,0
0x928adcb8102b779d78f4c1c75669b66c4f9b1a0b,0x90661d35e3c3f2c59b1a5353812f9905eeb54961,2.090443760536618,127.82763681601787,376225,1675370973,9,2,1,1,96870913.85443176,0,0,0
0x359f5bb361885b0c1071704f60e0aa27e6ecec22,0x58d94e694458bbfc459179d9c47e399f134e7c2f,1.1467822652833937,110.09856972204416,161445,1675346512,2,2,1,0,56485438.4940552,1,1,1
0xf8a009733d1fdd9b7b57de18f78d6401b5087bb1,0xb83e38f5e051f79a6c4a218c4d1f44e6e6ae90a2,0.019393003590386263,181.63597921431142,400430,1673739781,8,1,1,1,91064940.37571855,0,1,0
0xb8425a828a363b9ffa01b12fe5296542a4c24b5d,0x10b9aa8f5c1ce5c4925690ff3b68ec19d0ae2446,4.978259567848667,30.08570380883703,235676,1679347037,6,4,1,1,41312790.52270003,1,1,0
