Sender,Receiver,Amount,Gas_Price,Gas_Used,Timestamp,Sender_Receiver_Count,Nonce_Jump,Contract_Interaction_Frequency,Failed_Transactions,Transaction_Fee,Time_Anomaly,Cyclic_Transactions,New_Account_Transaction,Fraud_Label
0xSender00244,0xReceiver00461,9.127883093467533,105.58181481806716,207605,1675470156,8,3,2,1,213628504.416953,1,1,1,1
0xSender00320,0xReceiver00151,1.9360999188193007,83.02255213510325,284285,1670027683,2,4,2,1,1379961.358774633,0,1,0,0
0xSender00131,0xReceiver00123,3.8997864237101916,35.88242209153333,211480,1677403301,8,2,2,1,25891792.18698362,1,1,0,0
0xSender00485,0xReceiver00144,9.403714891268239,77.78565049681667,153523,1677334161,3,2,0,0,29640349.1392432,1,0,1,0
0xSender00307,0xReceiver00478,4.276794562742054,178.90484801321796,377449,1670894094,2,4,0,1,229105655.9851646,1,1,1,1
0xSender00135,0xReceiver00189,5.551389919614107,153.0007802163229,419738,1679409407,6,4,1,0,14765931.585521502,1,1,1,0
0xSender00021,0xReceiver00255,0.8125652970291809,62.740404117315784,286980,1671914338,6,1,2,1,241989609.62051344,1,1,1,1
0xSender00329,0xReceiver00068,7.903762205065688,79.9035294885323,458254,1672213743,1,4,2,0,67178380.05650595,1,1,1,0
0xSender00167,0xReceiver00104,4.2333601831114995,127.12244537123914,420031,1670968268,7,2,0,1,37756947.51618853,0,0,0,0
0xSender00274,0xReceiver00336,8.00714609473885,89.06656485161261,494015,1677214357,1,4,0,0,23987332.280987073,1,0,1,0
0xSender00388,0xReceiver00159,2.545438449134361,105.57838210926695,125759,1679108917,4,4,0,0,55223932.20843558,0,0,1,0
0xSender00089,0xReceiver00309,4.230562718108486,142.65199810823665,99061,1677571412,6,1,1,0,3871386.3930674223,1,1,1,0
0xSender00316,0xReceiver00362,7.867623874286453,98.77766114736394,469470,1678456877,8,3,0,0,34742907.62686835,1,0,1,0
0xSender00014,0xReceiver00409,9.739038892765961,46.2842600367672,207794,1677984259,8,1,2,0,53231434.04789339,1,1,0,0
0xSender00242,0xReceiver00300,0.6056589886288161,108.90904808981756,331352,1672596622,7,4,2,0,34248438.80365372,1,1,0,0
0xSender00265,0xReceiver00396,8.126437212414855,77.66246374124756,372784,1676667964,5,3,2,1,35197711.18365525,0,1,1,0
0xSender00346,0xReceiver00090,3.013883785594831,65.2395034071383,136090,1670819557,6,4,1,1,84981369.60108313,0,1,1,0
0xSender00053,0xReceiver00357,5.511925376101811,72.34062661023863,236133,1675409121,8,3,2,0,93465186.93232128,1,0,0,0
0xSender00386,0xReceiver00256,2.9080217268579713,93.41042132310108,332309,1676718714,3,4,2,1,414559360.43758607,1,1,1,1
0xSender00340,0xReceiver00496,6.138320270954222,178.456497145608,405620,1679715729,6,2,2,1,10787877.55777043,0,1,0,0
0xSender00092,0xReceiver00353,3.5444902781333156,149.47084982273805,462728,1677215588,4,3,0,0,29684501.99371863,1,1,1,0
0xSender00367,0xReceiver00220,3.3428127608670377,136.89756831525875,183051,1675182465,3,3,2,0,71418142.30247481,1,0,1,0
0xSender00444,0xReceiver00009,0.3890037462299959,99.53944006752936,405953,1675467061,3,1,0,0,97464886.70526317,1,1,1,0
0xSender00455,0xReceiver00012,1.4781344549790774,10.347689958439851,449828,1677453047,4,2,0,1,24985873.298537984,0,1,1,0
0xSender00428,0xReceiver00325,9.171611206666133,74.70463517342735,76763,1672147217,6,2,1,0,89922837.42984076,0,1,0,0
0xSender00264,0xReceiver00438,9.982791514443731,164.50648759609996,449238,1672794037,1,2,1,1,74162483.72914374,1,1,1,0
0xSender00431,0xReceiver00244,7.807400552937368,83.75247280837054,109750,1676671200,2,4,2,1,491807931.35786843,1,1,1,1
0xSender00035,0xReceiver00182,2.875258121487133,117.1256337628517,256376,1675573723,4,4,1,1,10264962.692431675,1,0,0,0
0xSender00206,0xReceiver00284,4.03042693305149,48.900565105948395,209127,1678830471,9,3,0,0,40079829.071110696,1,0,0,0
0xSender00081,0xReceiver00312,7.397639514511766,184.01297095070026,123368,1679196795,8,4,0,1,48333385.23111554,1,0,0,0
0xSender00420,0xReceiver00099,9.68545043326315,185.40238279004265,436493,1677258029,8,4,2,0,67536179.89921325,1,0,0,0
0xSender00050,0xReceiver00197,4.560156995586382,37.753372952087226,436003,1672728547,7,3,2,0,65743231.59123777,1,0,0,0
0xSender00360,0xReceiver00482,8.296928928730862,147.59020034920312,198711,1679528358,6,1,2,0,90728189.12670884,1,1,0,0
0xSender00388,0xReceiver00366,9.750938536761183,24.29531647286347,242104,1673645875,7,4,0,0,84028639.13624485,0,1,0,0
0xSender00002,0xReceiver00226,8.735996978849483,123.72404741621858,50299,1679841001,6,2,0,0,6481894.222701785,1,0,0,0
0xSender00390,0xReceiver00333,2.2792259702455557,43.94419365693931,169209,1671247793,3,2,2,1,245837360.88989413,1,1,1,1
0xSender00054,0xReceiver00103,0.09023832011747313,37.68399797294873,440521,1679470034,6,4,2,1,41299061.791690856,0,0,0,0
0xSender00106,0xReceiver00106,4.925896236830267,10.782765304607274,146190,1675342973,7,4,0,1,498586570.3300605,1,1,1,1
0xSender00260,0xReceiver00365,5.318294708635715,188.76285600480665,424677,1677250970,6,3,1,1,43298561.23020464,1,1,1,0
0xSender00310,0xReceiver00368,2.0204911418661844,167.557973388887,395344,1679377356,2,4,0,0,68579294.86026594,1,0,1,0
0xSender00477,0xReceiver00058,2.8538971755487084,24.720355879012224,194100,1670225022,6,1,1,1,29158513.880255166,1,1,0,0
0xSender00191,0xReceiver00078,7.653880076876984,123.88136591273444,75437,1679801748,2,3,2,1,309241333.1791015,1,1,1,1
0xSender00402,0xReceiver00075,4.708769114544206,54.25066461185425,54589,1671078489,1,2,0,1,21456675.773224898,1,1,1,0
0xSender00218,0xReceiver00042,3.1803672951665636,60.16301760652527,385813,1673683372,5,3,2,0,60757058.90931158,1,1,1,0
0xSender00044,0xReceiver00422,6.230034013345575,176.0923611184386,286008,1678492438,4,4,2,1,86950833.62021013,1,0,1,0
0xSender00162,0xReceiver00324,6.531069962201492,31.721891664228423,393139,1676523358,9,4,2,1,2904541.353142824,0,0,1,0
0xSender00202,0xReceiver00181,7.696263810639614,124.28312577597828,462384,1677240542,9,1,0,1,50954054.54439525,1,0,1,0
0xSender00446,0xReceiver00033,1.5755258646715622,86.23855164601173,375989,1678934031,9,1,0,0,98254691.8112834,0,1,0,0
0xSender00484,0xReceiver00071,7.417757350746633,46.252113929755026,385078,1674841011,3,3,1,0,16766989.722383687,1,1,1,0
0xSender00270,0xReceiver00056,5.998289637183081,95.86443429990587,335236,1679056592,3,2,0,0,19157820.476839952,0,1,1,0
0xSender00351,0xReceiver00105,0.5851429343749432,188.69296455016436,302933,1676835991,3,3,1,1,238057741.94526377,1,1,1,1
0xSender00304,0xReceiver00200,7.776681826251577,158.50590935380492,193449,1673423379,5,3,1,0,87228324.85236402,1,0,1,0
0xSender00271,0xReceiver00101,3.8369720105185188,35.101166259096715,168847,1675099110,6,1,0,0,56713201.33427432,0,0,1,0
0xSender00456,0xReceiver00256,3.310505533953079,171.39165054635296,255911,1677992730,6,3,0,0,51362155.812487826,1,0,1,0
0xSender00462,0xReceiver00307,4.486270764300527,188.1137005076142,403312,1671196799,3,1,2,1,9588948.851357495,0,1,0,0
0xSender00215,0xReceiver00074,3.468289022288229,62.62321336001938,96635,1670899890,2,1,2,0,96236615.44289342,1,1,0,0
0xSender00252,0xReceiver00171,3.389473066176991,73.34974214791606,150604,1672521472,6,3,0,0,35364477.216490224,1,0,0,0
0xSender00190,0xReceiver00377,8.082695900329249,33.99888605819045,105402,1673233249,4,1,1,1,25928908.062608704,0,0,0,0
0xSender00296,0xReceiver00143,1.2538074911132657,75.538619840131,270961,1672415877,9,4,0,1,41762650.529562116,1,1,1,0
0xSender00213,0xReceiver00166,9.706294677896011,137.89675145652632,392945,1670847269,2,4,2,1,42004034.00887616,0,0,0,0
0xSender00208,0xReceiver00399,5.55376712729969,61.70945286829087,152295,1676308917,4,3,1,1,46394777.764077894,0,0,0,0
0xSender00237,0xReceiver00261,1.837410744228916,11.296752045714799,394577,1677024154,2,2,2,0,69165281.98603734,1,1,1,0
0xSender00338,0xReceiver00221,1.320842674487548,74.32348305035958,152535,1679402959,5,2,0,0,86926710.29283205,0,0,0,0
0xSender00367,0xReceiver00083,5.919180226028476,96.10306550405919,320456,1673945661,3,4,0,0,6673975.132558764,0,0,1,0
0xSender00053,0xReceiver00182,6.33366444403081,117.60764710993476,134767,1675867362,4,1,0,1,247930439.51001912,1,1,1,1
0xSender00280,0xReceiver00307,0.5397274525878095,139.92676982802374,112263,1670919130,9,2,2,1,41983834.35778113,1,1,1,0
0xSender00410,0xReceiver00010,2.43758912214657,21.73902540346632,214957,1672948153,5,2,0,0,2077131.1690635053,0,1,1,0
0xSender00217,0xReceiver00396,7.956664593002459,99.25286960689381,356095,1675806582,9,3,0,0,81832455.6393477,1,1,0,0
0xSender00252,0xReceiver00004,0.5057500311578197,60.6088679099635,420263,1672258684,5,3,0,0,11327006.910951616,0,0,0,0
0xSender00188,0xReceiver00351,8.552335752421302,190.11421745345453,221701,1677041893,9,2,2,1,12360052.941193487,1,0,1,0
0xSender00380,0xReceiver00402,6.585043140498072,78.38071686084528,478222,1677202359,8,2,2,1,28907716.935593143,1,1,1,1
0xSender00493,0xReceiver00336,4.349888361038416,29.023502756775372,417048,1673992130,1,4,0,0,20841741.7476339,1,0,0,0
0xSender00041,0xReceiver00488,3.4708641612194495,17.88338324659851,206450,1675837477,3,3,2,1,18504811.873895325,1,1,1,0
0xSender00157,0xReceiver00292,0.2022971488504507,60.42711864303223,335537,1675804980,5,3,1,0,35438717.772760995,0,0,1,0
0xSender00015,0xReceiver00281,8.253897308060912,43.9869603877021,188238,1672881075,3,2,1,1,331338845.15425974,1,1,1,1
0xSender00301,0xReceiver00215,1.4357913211456956,133.46192910696112,152677,1676730649,1,4,1,1,6375128.535219423,1,0,0,0
0xSender00065,0xReceiver00460,3.10232449870226,170.92364292445032,418594,1675123438,2,1,1,0,86167300.25730386,1,0,1,0
0xSender00345,0xReceiver00098,5.69537873382441,69.38615365934987,379151,1678430683,2,3,0,1,33331282.92029903,0,0,1,0
0xSender00327,0xReceiver00420,2.4674660747118295,119.78037644249318,386698,1677983816,4,3,1,1,305270628.88060296,1,1,1,1
0xSender00009,0xReceiver00101,4.976433232884491,148.7580026264001,341760,1676222628,6,2,0,1,2188506.1088646743,0,1,0,0
0xSender00344,0xReceiver00451,8.095334859099637,85.71266093647364,473987,1671601967,2,2,0,1,37214983.59176834,1,0,1,0
0xSender00129,0xReceiver00009,4.710673968554845,22.60186615423284,198884,1677851688,6,1,2,1,6015201.39315732,1,1,1,1
0xSender00492,0xReceiver00061,9.490283667754763,53.5451330762792,175323,1679209136,1,3,1,0,17380369.08414445,1,1,1,0
0xSender00136,0xReceiver00309,8.476531197559654,177.78250353684982,104026,1672297883,8,4,0,1,45337192.61666053,1,1,1,0
0xSender00472,0xReceiver00146,3.3370619612803076,166.65125058843003,303683,1672986338,3,4,2,1,269868273.86512613,1,1,1,1
0xSender00063,0xReceiver00427,4.005621624593538,26.44118047654424,196101,1672174918,8,2,0,1,16139931.37241322,1,1,1,0
0xSender00139,0xReceiver00419,4.239034002955046,52.550257439775756,381986,1671566534,3,4,0,0,74776411.48394959,1,1,1,0
0xSender00499,0xReceiver00063,6.265532734715902,156.1414036034308,325321,1671828820,1,4,2,0,19711362.88653985,1,0,0,0
0xSender00081,0xReceiver00121,2.8750893345935125,102.32066407787579,469817,1679973279,4,2,0,0,12468664.123548672,1,0,0,0
0xSender00392,0xReceiver00226,9.69279889683686,154.39373602218762,461917,1676872467,3,1,2,0,34009026.76335626,0,0,1,0
0xSender00163,0xReceiver00105,6.090755363828974,50.10756961580783,56688,1673180679,8,1,1,0,55591437.70243437,1,1,1,0
0xSender00419,0xReceiver00462,4.0000225708239245,191.0126464423522,198462,1676815897,1,3,0,0,98901279.82555507,1,0,1,0
0xSender00289,0xReceiver00260,6.453648056760757,158.88541527198086,403100,1671627598,9,2,0,0,42452857.23387987,1,1,0,0
0xSender00379,0xReceiver00349,3.9600960551917797,47.515941716941526,87879,1676355269,9,2,1,1,43173645.30696897,0,1,0,0
0xSender00261,0xReceiver00425,8.179778852984395,116.10534812919789,401513,1676619951,6,3,0,0,6874013.541535647,1,1,0,0
0xSender00490,0xReceiver00255,5.682731195911695,31.48845433828899,82492,1675637215,5,4,2,0,76816147.64277104,0,0,0,0
0xSender00231,0xReceiver00429,0.42928532902660943,78.67261487403549,200743,1678580292,5,1,2,0,18996517.18424329,0,1,0,0
0xSender00041,0xReceiver00434,1.7758011055603729,135.32806001034896,176383,1674409451,6,3,2,1,373677764.44996214,1,1,1,1
0xSender00028,0xReceiver00207,8.65128979056505,72.72426070646662,432272,1677144633,7,3,0,0,91151070.8952642,1,0,0,0
0xSender00135,0xReceiver00028,5.6333692653043315,134.7840951940139,151165,1679429445,8,3,1,0,77053855.44704476,0,0,1,0
0xSender00201,0xReceiver00170,9.503931330373911,56.50809828554477,361934,1676510876,3,1,0,1,64602888.62080927,1,1,1,0
0xSender00328,0xReceiver00336,0.733498905478241,147.02928830128272,386364,1679798738,1,4,1,0,60787713.25337434,1,0,1,0
0xSender00268,0xReceiver00076,2.959653694558879,78.32201904478653,77574,1673831110,5,1,1,0,45909656.3490395,1,1,0,0
0xSender00418,0xReceiver00116,1.9434982986633305,160.19144147317306,121261,1673959532,1,2,0,1,15309726.816521319,1,1,1,0
0xSender00033,0xReceiver00069,5.542864519365074,35.971083796384576,455065,1676418880,2,2,1,0,78105022.30305348,1,0,1,0
0xSender00048,0xReceiver00354,3.834100382488294,78.77581037693419,494543,1677328064,8,3,0,0,48254904.768866785,1,0,1,0
0xSender00407,0xReceiver00234,1.5811626054231682,98.14716621718999,277401,1670890000,3,2,0,0,62938936.49042879,0,0,0,0
0xSender00062,0xReceiver00001,6.431091620455874,90.53064965510957,170283,1670602389,4,1,0,1,190137538.312154,1,1,1,1
0xSender00216,0xReceiver00167,5.367620674313893,92.2879558588646,212243,1673736589,6,2,0,1,20871549.248362996,0,1,0,0
0xSender00293,0xReceiver00352,2.7546151504500465,94.51263333556379,149789,1676098181,8,2,2,0,80844337.91503799,1,1,0,0
0xSender00099,0xReceiver00218,4.8029158642459535,197.87266979420374,213723,1672834845,1,4,0,1,34897580.75180522,0,0,0,0
0xSender00172,0xReceiver00273,7.459925767261483,46.6998496212344,449797,1676233824,2,1,2,0,86801322.86816977,1,0,0,0
0xSender00360,0xReceiver00368,2.0606640287610785,156.0461277966348,245839,1675867411,6,2,0,1,96606765.3497455,1,0,1,0
0xSender00214,0xReceiver00251,2.9361284095502733,114.83986841026501,234767,1675456527,8,1,1,0,83168864.1934966,1,0,1,0
0xSender00475,0xReceiver00347,3.46764876107021,88.58939944087227,186293,1679190595,8,2,2,1,13685666.48379422,0,0,0,0
0xSender00035,0xReceiver00344,7.469797107638306,130.37045626330024,173438,1678551168,3,4,0,1,428230409.04193455,1,1,1,1
0xSender00449,0xReceiver00419,8.47075676951356,172.17097418896273,102900,1675222348,4,2,0,0,52416424.71591001,0,0,1,0
0xSender00227,0xReceiver00174,3.7701210794516924,98.66128915108634,141081,1676834607,4,3,1,0,24899748.488867,1,1,1,0
0xSender00101,0xReceiver00170,2.973242409720843,174.31226010260286,262735,1671037831,4,4,1,1,51112236.6449421,1,1,1,1
0xSender00431,0xReceiver00246,8.895573115933255,27.821683642219476,186104,1670913173,2,2,0,0,28572474.073861554,1,1,0,0
0xSender00462,0xReceiver00423,9.993655672604861,134.08600217868877,482410,1679026988,6,3,1,0,14605281.135445276,0,1,0,0
0xSender00131,0xReceiver00090,6.706832860221373,73.304211650964,86777,1673469054,8,2,1,0,3538813.6379418406,0,0,1,0
0xSender00257,0xReceiver00049,9.899906343741916,83.47591218171117,261703,1672061684,9,3,2,0,98788670.56229666,0,0,1,0
0xSender00005,0xReceiver00446,6.60306311524108,118.4937526718177,202779,1678551447,1,4,1,1,416613412.95949805,1,1,1,1
0xSender00218,0xReceiver00294,7.337268117358171,101.18419167653873,172965,1677442394,1,2,1,0,74155977.0465891,0,0,0,0
0xSender00255,0xReceiver00407,3.8926734554197013,82.53809331687233,268435,1679469477,9,1,2,0,20108363.3481346,0,1,0,0
0xSender00398,0xReceiver00150,4.335345794520544,68.58145014574896,211692,1670481199,4,2,0,1,3745907.4561340273,1,0,1,0
0xSender00359,0xReceiver00132,1.4499152832540576,127.47990742399112,252915,1674579548,7,1,2,0,49035184.37489441,0,1,1,0
0xSender00283,0xReceiver00433,8.229272647503581,106.0601338476288,177852,1674609945,2,4,1,1,74427748.56369597,1,1,1,0
0xSender00393,0xReceiver00059,9.31127971856313,71.42873384706728,479112,1670213836,1,1,2,0,96320898.97261648,0,0,0,0
0xSender00207,0xReceiver00457,6.238146955604179,48.94259358673617,87069,1676784084,7,3,1,0,84544485.17171231,0,1,1,0
0xSender00015,0xReceiver00324,3.4430366113695308,157.14895723311292,295036,1672341248,6,1,2,1,89456733.24346119,1,1,0,0
0xSender00346,0xReceiver00199,1.548623090489919,161.94583566029868,439910,1672279106,3,4,2,1,24627612.026361775,0,1,0,0
0xSender00042,0xReceiver00215,2.658910734756096,50.61974412623851,443149,1670068721,4,4,0,1,16377275.744713504,0,0,1,0
0xSender00380,0xReceiver00386,2.5615501043099145,59.71331251647406,160549,1673425494,1,1,1,1,25530395.239243805,0,0,1,0
0xSender00461,0xReceiver00049,6.139143562794095,55.43717427528251,170097,1677660710,7,3,2,1,73596839.26288867,1,1,1,1
0xSender00179,0xReceiver00472,9.45092427898241,178.06825165954288,395010,1676838167,9,4,2,0,80049898.54746744,1,0,1,0
0xSender00063,0xReceiver00232,0.4922361507102348,157.0847724017516,298968,1675269887,1,2,1,1,452006315.17808366,1,1,1,1
0xSender00352,0xReceiver00247,0.02021277294853547,24.168969417496328,109337,1676994937,2,4,2,0,31426860.599910326,0,1,0,0
0xSender00231,0xReceiver00382,6.005817623700112,168.20653046714628,118976,1676384462,2,2,0,1,87815692.11096935,1,1,0,0
0xSender00241,0xReceiver00479,2.847764016176355,17.00184593790041,51545,1670899588,6,1,1,1,32242414.178662132,1,1,1,1
0xSender00052,0xReceiver00239,8.80667793996618,58.10796028677242,180867,1671951152,5,3,0,0,68058297.4230905,1,0,1,0
0xSender00096,0xReceiver00415,3.2792305759791116,184.60836297835684,226684,1671804170,6,2,1,0,53221827.77968342,1,0,1,0
0xSender00388,0xReceiver00367,2.904478629283604,174.2229460055798,364803,1670440265,1,3,0,0,28397586.266358446,0,0,1,0
0xSender00222,0xReceiver00168,2.7024111059707896,158.4725577976768,474696,1674801134,6,3,1,1,77051908.43880229,0,0,1,0
0xSender00485,0xReceiver00048,1.4570797444097587,96.93397353075743,344941,1677022474,6,1,2,1,109963404.31613055,1,1,1,1
0xSender00407,0xReceiver00051,5.819489438028334,71.06867919380147,289039,1671567416,7,4,1,1,42198799.25532805,0,0,1,0
0xSender00231,0xReceiver00299,1.690453887318758,177.49370913268677,146480,1679296028,2,4,2,1,71276074.27121541,0,1,0,0
0xSender00237,0xReceiver00098,4.2520652863050055,134.84407715115032,471552,1677845368,6,4,0,0,34484669.13304435,1,0,1,0
0xSender00143,0xReceiver00439,4.615110802033932,66.14668245908075,414127,1674386015,9,3,2,1,85680658.37338285,0,0,0,0
0xSender00171,0xReceiver00216,0.21471554831096484,98.00721681343516,261372,1675250070,9,4,0,0,86677274.05332431,1,0,0,0
0xSender00029,0xReceiver00177,0.17790472541321353,177.48504222970763,107872,1675974212,2,4,2,1,21050511.553073913,1,0,1,0
0xSender00036,0xReceiver00380,5.206924760680724,181.6565328548621,115661,1678964574,5,1,0,0,44598608.87784286,0,0,0,0
0xSender00013,0xReceiver00474,6.963386974969032,135.2673978546286,349820,1679894172,7,4,1,0,43769251.68568804,1,0,1,0
0xSender00160,0xReceiver00080,9.422003397981243,149.18561353623642,209504,1678216920,5,3,1,0,41594468.39477877,0,1,0,0
0xSender00327,0xReceiver00185,1.7994016487279816,17.46658831347267,449858,1677040776,3,1,2,1,50695241.68044157,1,0,1,0
0xSender00187,0xReceiver00367,1.0415555062664648,124.87409645106574,495626,1677132274,1,4,1,0,8362265.094451551,1,1,0,0
0xSender00243,0xReceiver00461,0.5303581902022378,140.90858799048564,222685,1675585667,7,2,2,1,435674747.69042426,1,1,1,1
0xSender00086,0xReceiver00399,4.366055413300373,13.871657945244012,147651,1678849955,8,4,0,0,29701563.05695802,1,1,0,0
0xSender00284,0xReceiver00027,6.235242199686209,170.33320771168857,177113,1677266547,6,3,0,0,1179426.951927378,1,0,0,0
