transaction_id,Sender,Receiver,Amount,Gas_Price,Gas_Used,Timestamp,Sender_Receiver_Count,Nonce_Jump,Contract_Interaction_Frequency,Failed_Transactions,Transaction_Fee,Time_Anomaly,Cyclic_Transactions,New_Account_Transaction
102,0xSender00483,0xReceiver00219,2.574545904,56.85316694,391031,1674740761,1,1,0,0,22231350.72,0,0,0
103,0xSender00269,0xReceiver00008,6.725828402,184.8543935,465015,1673294079,1,1,0,0,85960065.81,0,0,0
104,0xSender00350,0xReceiver00011,17.29099102,186.1706784,96759,1673397749,1,2,1,0,18013688.67,0,0,0
105,0xSender00303,0xReceiver00324,3.039171958,46.29266911,70061,1674414238,1,1,1,0,3243310.691,0,0,0
106,0xSender00270,0xReceiver00437,8.845757294,150.3486109,440470,1674635737,1,1,1,0,66224052.62,0,1,0
107,0xSender00455,0xReceiver00243,18.45820083,33.5429314,178794,1673695289,1,1,0,0,5997274.876,0,0,0
108,0xSender00461,0xReceiver00181,10.33650453,127.7385712,302352,1673533398,1,1,0,0,38622012.49,0,0,0
109,0xSender00214,0xReceiver00283,1.288349854,52.15765715,343784,1674900547,1,1,0,1,17930968.01,0,0,0
110,0xSender00251,0xReceiver00311,0.040321465,46.22694545,107090,1672705571,1,1,0,0,4950443.588,0,0,0
111,0xSender00189,0xReceiver00098,3.387173409,20.74156713,207133,1674102132,1,1,1,0,4296263.024,0,10,1
112,0xSender00295,0xReceiver00196,3.789610853,189.3542846,303309,1673211727,1,1,0,0,57432858.72,0,0,0
113,0xSender00212,0xReceiver00481,1.123538648,169.2654485,376620,1673546810,1,1,5,0,63748753.2,0,0,0
114,0xSender00207,0xReceiver00365,1.67508722,33.94560031,433728,1672900787,1,1,0,1,14723157.33,0,0,0
115,0xSender00236,0xReceiver00225,7.244108628,127.8876098,489216,1674560439,1,1,0,2,62564664.92,0,1,0
116,0xSender00337,0xReceiver00332,3.177668461,61.92168226,154051,1675018064,1,1,0,0,9539097.074,1,0,0
117,0xSender00366,0xReceiver00102,1.908894889,67.52285879,376953,1673731714,1,1,0,0,25452944.19,0,0,0
118,0xSender00052,0xReceiver00105,4.872593067,177.3506579,420828,1674649483,1,2,1,0,74634122.66,0,0,0
119,0xSender00279,0xReceiver00364,5.288691964,40.57863421,47763,1673237952,1,1,5,0,1938157.306,0,0,1
120,0xSender00409,0xReceiver00367,7.335261788,128.2682244,420238,1673755562,1,2,0,2,53903182.09,0,0,0
121,0xSender00216,0xReceiver00057,0.852217678,92.2259963,80750,1674114747,1,2,0,2,7447249.201,0,0,0
122,0xSender00251,0xReceiver00077,6.764631637,54.34410793,227376,1674189756,1,1,0,0,12356545.89,0,5,0
123,0xSender00187,0xReceiver00074,4.574313661,101.3452535,180127,1674991555,1,10,0,0,18255016.49,1,0,0
124,0xSender00379,0xReceiver00041,0.296478061,189.2880717,475105,1672867390,1,2,0,0,89931709.3,0,0,0
125,0xSender00492,0xReceiver00421,7.512919199,160.6898089,94368,1674840605,1,10,1,0,15163975.88,1,10,0
126,0xSender00040,0xReceiver00323,2.415081896,43.78005225,407493,1673250272,1,1,1,0,17840064.83,0,0,0
127,0xSender00156,0xReceiver00180,2.005231435,172.8973531,407003,1672850004,1,1,0,0,70369741.42,0,0,0
128,0xSender00014,0xReceiver00032,2.971716931,188.7392952,169711,1672574022,1,1,0,0,32031134.53,0,0,0
129,0xSender00300,0xReceiver00070,2.124578328,69.85357055,213104,1673286391,1,1,1,0,14886075.3,0,0,0
130,0xSender00064,0xReceiver00055,2.064606122,80.01554519,21299,1672585600,1,10,0,2,1704251.097,0,0,0
131,0xSender00344,0xReceiver00104,8.25332254,42.73578679,140209,1674414625,1,1,0,0,5991941.93,0,0,0
132,0xSender00326,0xReceiver00199,0.664830644,82.0892188,499178,1673650986,1,1,0,0,40977132.06,0,0,0
133,0xSender00008,0xReceiver00100,17.63381456,141.1653435,411521,1674499149,1,10,0,0,58092503.32,0,0,0
134,0xSender00343,0xReceiver00255,4.047637002,68.98790272,117190,1673633576,1,50,0,2,8084692.319,0,0,0
135,0xSender00128,0xReceiver00306,1.010115816,21.22850194,395677,1674409179,1,1,0,0,8399629.961,0,1,0
136,0xSender00491,0xReceiver00073,0.703300755,80.93803657,366344,1673282156,1,2,0,0,29651164.07,0,0,0
137,0xSender00135,0xReceiver00170,4.476433497,101.5713252,165100,1672706583,1,1,1,2,16769425.79,0,0,0
138,0xSender00471,0xReceiver00376,5.011959578,121.9440867,46437,1673793047,1,1,0,0,5662717.556,0,5,0
139,0xSender00062,0xReceiver00142,0.272416998,143.0885188,25589,1673580546,1,50,0,0,3661492.107,0,0,0
140,0xSender00138,0xReceiver00165,1.391972771,31.12118196,356813,1672843449,1,2,1,0,11104442.3,0,0,0
141,0xSender00498,0xReceiver00398,7.935005583,104.5553502,257008,1675050568,1,1,1,2,26871561.43,0,0,0
142,0xSender00080,0xReceiver00260,0.254491219,67.94524328,476861,1673843479,1,1,0,0,32400436.66,0,0,0
143,0xSender00391,0xReceiver00220,9.658165994,190.6345218,474133,1672968743,1,1,20,1,90386117.72,0,0,0
144,0xSender00162,0xReceiver00082,5.367098662,84.78173176,364139,1674984155,1,1,0,0,30872335.02,0,0,1
145,0xSender00418,0xReceiver00181,2.849546443,38.02226577,433384,1673062470,1,1,1,0,16478241.63,0,1,0
146,0xSender00288,0xReceiver00306,2.126549976,27.46846834,346989,1674253960,1,1,5,0,9531256.36,0,0,0
147,0xSender00378,0xReceiver00009,0.097183187,67.77305977,356078,1673940332,1,1,1,2,24132495.58,0,0,0
148,0xSender00260,0xReceiver00395,8.720991607,52.198173,306236,1673174630,1,1,1,0,15984959.71,0,0,0
149,0xSender00489,0xReceiver00003,0.769964276,136.9639328,273933,1673064635,1,2,5,0,37518941.01,0,0,0
150,0xSender00230,0xReceiver00350,1.852000608,172.4539775,164449,1675028646,1,1,0,0,28359884.15,0,0,0
151,0xSender00040,0xReceiver00401,4.20947717,76.26056662,139847,1673927200,1,2,0,0,10664811.46,0,0,0
152,0xSender00027,0xReceiver00335,1.411765484,124.0024619,226911,1673665185,1,1,1,0,28137522.63,0,5,0
153,0xSender00134,0xReceiver00487,3.437221999,151.4549499,374312,1673121341,1,1,1,0,56691405.19,0,0,0
154,0xSender00200,0xReceiver00291,8.286391893,91.72778405,67635,1672891988,1,1,1,0,6204008.674,0,0,0
155,0xSender00327,0xReceiver00280,3.179468796,31.93861004,121604,1673298492,1,2,5,0,3883862.735,0,0,0
156,0xSender00267,0xReceiver00214,14.87742756,61.25328397,76402,1673223772,1,2,0,0,4679873.402,0,0,0
157,0xSender00417,0xReceiver00459,9.402973755,178.9518455,241961,1674227581,1,1,1,0,43299367.48,0,0,0
158,0xSender00032,0xReceiver00097,2.025120292,168.4064479,363945,1674673808,1,1,5,0,61290684.69,0,0,0
159,0xSender00047,0xReceiver00419,2.5538125,35.57585519,123295,1674578857,1,1,0,0,4386325.065,0,0,0
160,0xSender00406,0xReceiver00100,2.752397121,60.31077021,365577,1674388270,1,1,5,0,22048230.44,0,0,0
161,0xSender00061,0xReceiver00450,4.919897087,158.4497508,123535,1673950806,1,1,0,0,19574089.96,0,1,0
162,0xSender00215,0xReceiver00008,1.689937024,107.4616818,291456,1674224236,1,1,5,0,31320351.92,0,0,0
163,0xSender00292,0xReceiver00060,17.4091864,156.7940657,105767,1672871060,1,1,5,1,16583637.95,0,0,0
164,0xSender00098,0xReceiver00308,4.691202125,57.9966449,83263,1673724232,1,1,0,0,4828974.644,0,1,0
165,0xSender00171,0xReceiver00145,2.549144426,191.4856651,185957,1674640480,1,1,0,0,35608099.82,0,0,0
166,0xSender00359,0xReceiver00426,5.178325696,161.0493408,472064,1674902969,1,1,0,2,76025596.01,0,0,0
167,0xSender00213,0xReceiver00418,2.51598242,55.54141847,477710,1674864707,1,1,0,0,26532691.02,0,0,0
168,0xSender00474,0xReceiver00062,8.513132948,120.5208561,327095,1673582142,1,1,0,2,39421769.43,0,0,0
169,0xSender00034,0xReceiver00120,4.194808058,40.35748306,391263,1673494353,1,10,0,0,15790389.89,0,5,0
170,0xSender00448,0xReceiver00225,0.214383559,85.05826672,192701,1674381535,1,1,0,0,16390813.06,0,0,0
171,0xSender00226,0xReceiver00104,0.972518498,138.7318463,449222,1673515805,1,1,0,0,62321397.47,0,0,0
172,0xSender00100,0xReceiver00461,10.01217929,79.42298383,388048,1673419640,1,1,5,0,30819930.03,0,0,0
173,0xSender00430,0xReceiver00259,4.137964399,138.2165112,493783,1674903425,1,1,0,0,68248963.57,1,0,0
174,0xSender00461,0xReceiver00348,15.01312754,64.06030364,482185,1673457460,1,1,1,0,30888917.51,0,0,0
175,0xSender00130,0xReceiver00424,0.375893641,149.8172205,177450,1674090270,1,1,0,0,26585065.78,0,0,0
176,0xSender00256,0xReceiver00254,1.749636163,84.72612331,306537,1674455745,1,2,1,0,25971691.66,0,0,0
177,0xSender00004,0xReceiver00428,1.075525812,162.2866288,159238,1673743873,1,2,5,0,25842198.19,0,0,0
178,0xSender00217,0xReceiver00433,4.035391509,44.60418465,123677,1674380996,1,2,0,1,5516511.745,0,0,0
179,0xSender00254,0xReceiver00206,2.412752717,85.15603088,389594,1672721211,1,1,0,0,33176278.7,1,0,0
180,0xSender00397,0xReceiver00027,0.855564253,103.5078417,350151,1673241933,1,1,1,0,36243374.27,0,1,0
181,0xSender00358,0xReceiver00169,5.146624098,96.29219441,357698,1673717494,1,1,0,1,34443525.36,0,0,0
182,0xSender00282,0xReceiver00335,3.842569817,97.95701081,312760,1674688290,1,1,0,0,30637034.7,0,0,0
183,0xSender00392,0xReceiver00075,1.606099495,100.0646,444987,1673804544,1,1,0,2,44527446.16,0,0,0
184,0xSender00206,0xReceiver00115,3.267434337,197.9846345,169884,1674031976,1,2,0,0,33634421.65,0,1,0
185,0xSender00014,0xReceiver00068,6.846956433,54.76827859,146323,1673474991,1,1,1,0,8013858.828,0,1,0
186,0xSender00345,0xReceiver00353,1.148774759,158.3594895,75026,1672752551,1,1,5,0,11881079.06,0,0,0
187,0xSender00041,0xReceiver00233,1.732956538,119.3219806,274683,1673155645,1,1,0,0,32775719.6,0,0,0
188,0xSender00379,0xReceiver00000,2.124088235,94.45311526,167101,1674083342,1,1,0,1,15783210.01,1,1,0
189,0xSender00460,0xReceiver00166,6.866425493,134.0351691,352986,1675079303,1,1,0,2,47312538.2,0,0,0
190,0xSender00178,0xReceiver00351,9.384058001,173.6356598,296321,1673181318,1,1,5,0,51451892.34,0,0,0
191,0xSender00062,0xReceiver00217,2.361138475,103.9949055,483533,1673816609,1,1,5,0,50284968.65,0,0,0
192,0xSender00351,0xReceiver00272,1.75929609,175.6642464,440817,1673839480,1,2,0,0,77435786.11,0,0,0
193,0xSender00230,0xReceiver00367,11.01129025,36.88370029,432917,1672950441,1,1,5,0,15967580.88,0,0,0
194,0xSender00240,0xReceiver00250,36.80889391,137.55516,27688,1674530276,1,1,5,0,3808627.269,0,0,0
195,0xSender00051,0xReceiver00346,5.548674172,79.97241104,169462,1674101999,1,1,0,0,13552284.72,0,0,0
196,0xSender00095,0xReceiver00343,23.01616781,89.60875891,374100,1673484724,1,10,1,0,33522636.71,0,0,0
197,0xSender00387,0xReceiver00418,5.393552417,122.7835552,58879,1673940575,1,1,0,0,7229372.944,0,5,0
198,0xSender00221,0xReceiver00173,6.611159867,106.3850237,372513,1673604585,1,50,0,0,39629804.33,0,0,0
199,0xSender00484,0xReceiver00169,2.460477347,88.72029893,492437,1673496121,1,1,0,0,43689157.85,0,5,0
200,0xSender00406,0xReceiver00245,2.836693703,75.49821593,53492,1673965298,1,50,0,0,4038550.566,1,0,0
201,0xSender00230,0xReceiver00422,0.778217007,131.2967544,171743,1673326700,1,1,5,0,22549298.49,0,0,0
202,0xSender00236,0xReceiver00089,8.650970984,111.0043373,147383,1672872579,1,1,1,0,16360152.25,0,0,0
203,0xSender00142,0xReceiver00048,13.3725233,78.19564259,403272,1674155608,1,1,0,0,31534113.18,0,0,0
204,0xSender00170,0xReceiver00445,4.883364629,56.8929834,122165,1674672263,1,50,0,0,6950331.317,0,0,0
205,0xSender00028,0xReceiver00293,2.105284975,159.4042753,332934,1673772811,1,2,0,0,53071102.98,0,0,0
206,0xSender00035,0xReceiver00406,0.836276083,163.9486864,357364,1674929525,1,1,0,0,58589358.37,0,0,0
207,0xSender00012,0xReceiver00149,1.540486799,58.48186286,48574,1674753879,1,1,1,0,2840698.006,0,0,1
208,0xSender00159,0xReceiver00131,1.474610564,67.09682238,92261,1673011287,1,1,0,0,6190419.93,1,1,0
209,0xSender00326,0xReceiver00432,4.753477794,63.04574405,426065,1673056920,1,1,0,0,26861584.94,0,0,0
210,0xSender00186,0xReceiver00058,14.50551757,179.2225542,465543,1673178367,1,1,0,0,83435805.55,0,0,0
211,0xSender00242,0xReceiver00456,0.247379403,159.3434686,248401,1674793857,1,1,0,2,39581076.94,0,0,0
212,0xSender00085,0xReceiver00323,0.005114112,33.42323418,141283,1674418614,1,1,1,0,4722134.795,0,0,0
213,0xSender00283,0xReceiver00198,4.583728481,169.879871,183243,1673725113,1,2,0,0,31129297.2,0,0,1
214,0xSender00065,0xReceiver00214,1.670797799,26.63332773,120789,1674629296,1,1,1,0,3217013.023,0,0,0
215,0xSender00169,0xReceiver00385,10.62421764,65.57596238,184723,1674401028,1,1,1,0,12113388.5,1,0,0
216,0xSender00044,0xReceiver00048,1.981909735,185.4184491,420797,1673653015,1,1,0,0,78023527.14,0,0,0
217,0xSender00061,0xReceiver00471,1.710604003,175.5796331,216839,1673278328,1,1,5,0,38072512.05,0,1,0
218,0xSender00440,0xReceiver00231,1.570202938,160.6582127,205767,1672853342,1,1,0,0,33058158.44,0,0,0
219,0xSender00133,0xReceiver00246,0.782408465,102.3585012,157293,1673286315,1,1,5,0,16100275.74,0,0,0
220,0xSender00283,0xReceiver00381,4.355756048,77.85453818,144438,1675098307,1,10,0,0,11245153.79,0,0,0
221,0xSender00027,0xReceiver00478,0.920898023,178.6782508,73900,1674527202,1,1,0,0,13204322.73,0,1,0
222,0xSender00107,0xReceiver00238,2.763719913,138.2733362,112081,1673593741,1,1,0,0,15497813.8,0,0,0
223,0xSender00043,0xReceiver00414,3.089939292,73.19159391,233735,1672813731,1,1,0,1,17107437.2,0,0,0
224,0xSender00339,0xReceiver00366,0.10352461,103.375258,157104,1674400562,1,1,5,0,16240666.54,0,0,0
225,0xSender00285,0xReceiver00167,0.084750625,178.67004,453410,1674153605,1,1,0,0,81010782.84,0,0,0
226,0xSender00445,0xReceiver00047,3.672061874,182.6219785,57777,1673113681,1,1,1,1,10551350.05,0,0,0
227,0xSender00330,0xReceiver00050,5.954209174,138.6743769,232703,1673931847,1,1,1,0,32269943.53,0,0,0
228,0xSender00127,0xReceiver00298,14.24885941,151.8600549,173779,1674129458,1,2,0,0,26390088.49,0,0,0
229,0xSender00347,0xReceiver00097,0.986887357,27.07360998,143965,1673698099,1,2,5,1,3897652.261,0,0,0
230,0xSender00472,0xReceiver00438,0.544939932,128.8280914,239435,1672668752,1,1,0,0,30845954.06,1,5,0
231,0xSender00230,0xReceiver00215,0.267467549,144.0186623,182692,1673627008,1,1,5,0,26311057.45,0,0,0
232,0xSender00189,0xReceiver00176,2.863873794,23.66788647,223915,1674604265,1,1,1,0,5299594.8,0,0,1
233,0xSender00224,0xReceiver00379,4.879505314,171.8946178,148852,1673401871,1,1,1,0,25586857.65,0,0,0
234,0xSender00384,0xReceiver00473,9.180229689,187.0913021,450112,1674705008,1,1,0,0,84212040.17,0,5,0
235,0xSender00376,0xReceiver00079,5.738669435,62.82856144,58069,1673034075,1,1,1,0,3648391.734,0,0,0
236,0xSender00282,0xReceiver00184,1.168247664,172.2432679,485779,1673094408,2,1,0,0,83672162.43,0,10,0
237,0xSender00445,0xReceiver00366,3.097349908,139.7922649,473755,1672622458,1,1,0,0,66227284.45,0,0,0
